POLICY_ID,POLICY_IS_RENEWED,POLICY_IS_RENEWED_PROBABILITY
1765,0,0.501693069934845
1768,0,0.5030377507209778
1769,0,0.6442646384239197
1779,1,0.4269896149635315
1781,1,0.14287473261356354
1783,0,0.5491581559181213
1784,0,0.6793001890182495
1785,1,0.34512099623680115
1786,0,0.6625427007675171
1787,0,0.5539520382881165
1792,1,0.23378011584281921
1795,0,0.6736528277397156
1801,0,0.5710462331771851
1811,1,0.4007125496864319
1814,1,0.14580292999744415
1816,0,0.6640487313270569
1830,0,0.6756465435028076
1833,0,0.6894392371177673
1837,0,0.67726898193359375
1840,0,0.7334895133972168
1845,0,0.5506772398948669
1861,0,0.593665599822998
1866,1,0.29985103011131287
1876,0,0.7338896989822388
1877,1,0.37268513441085815
1886,0,0.5354020595550537
1894,0,0.5286030173301697
1897,1,0.30698373913764954
1898,1,0.4104185104370117
1899,1,0.47936761379241943
1901,0,0.7087321877479553
1904,0,0.7004354596138
1909,1,0.4877952039241791
1910,0,0.5521656274795532
1913,0,0.7441233992576599
1918,0,0.6783318519592285
1920,1,0.4448062479496002
1923,1,0.38110464811325073
1925,0,0.7400484681129456
1930,1,0.17360465228557587
1937,0,0.7031012773513794
1938,1,0.43073907494544983
1941,0,0.6003186106681824
1944,1,0.30313166975975037
1985,1,0.24197417497634888
1987,0,0.5412100553512573
1990,0,0.5018094778060913
1992,1,0.3419434726238251
1993,0,0.6306717991828918
1994,0,0.593665599822998
2000,1,0.16655075550079346
2007,0,0.6658889055252075
2008,0,0.5786423087120056
2018,1,0.28849050402641296
2052,1,0.1800466626882553
2056,1,0.3232106864452362
2059,0,0.5519115328788757
2062,0,0.5727800130844116
2065,0,0.5720680952072144
2066,0,0.6776070594787598
2072,1,0.44996747374534607
2076,0,0.5352648496627808
2082,0,0.7027926445007324
2089,0,0.501693069934845
2093,1,0.4210244119167328
2096,1,0.43758097290992737
2099,1,0.394014447927475
2103,1,0.1643906831741333
2108,1,0.2633545398712158
2109,1,0.084633968770504
2111,0,0.6506928205490112
2113,1,0.3232106864452362
2125,1,0.4148257374763489
2135,0,0.6706942915916443
2136,1,0.23480023443698883
2143,1,0.26399123668670654
2145,0,0.7417206764221191
2150,0,0.6647583246231079
2163,0,0.5806152820587158
2167,1,0.35771116614341736
2177,0,0.5843297839164734
2184,1,0.17030417919158936
2187,1,0.3150734305381775
2196,0,0.7411413788795471
2197,0,0.6900606751441956
2198,0,0.7331330180168152
2202,0,0.6662201285362244
2205,1,0.4016887843608856
2214,0,0.6667521595954895
2219,1,0.17711764574050903
2225,0,0.5876032114028931
2231,1,0.24993832409381866
2233,0,0.7450191378593445
2234,0,0.7166985273361206
2241,0,0.7568870186805725
2246,1,0.20477497577667236
2252,1,0.2394455373287201
2254,1,0.21251000463962555
2258,0,0.7322421073913574
2260,0,0.5518864393234253
2268,1,0.24434825778007507
2271,0,0.7216866612434387
2274,0,0.7402061223983765
2277,1,0.32612547278404236
2279,0,0.7171078324317932
2281,1,0.41240260004997253
2282,0,0.6082715392112732
2287,0,0.7074270844459534
2289,1,0.45822712779045105
2295,1,0.35089653730392456
2297,0,0.7298590540885925
2299,0,0.5076426267623901
2304,1,0.4721190631389618
2305,1,0.16679534316062927
2307,1,0.39894041419029236
2313,0,0.6611271500587463
2316,0,0.6577197313308716
2318,0,0.6041886210441589
2324,1,0.4092983901500702
2325,0,0.6757968068122864
2332,1,0.2988688349723816
2336,0,0.6583088040351868
2342,0,0.5294141173362732
2348,0,0.7556006908416748
2349,1,0.4221618175506592
2351,1,0.27345871925354004
2361,0,0.6142054796218872
2362,1,0.45878228545188904
2366,1,0.2635524868965149
2368,1,0.29206207394599915
2372,0,0.7501140236854553
2378,0,0.6055500507354736
2381,0,0.6723527312278748
2382,1,0.31822577118873596
2384,0,0.6798405647277832
2394,0,0.5822150111198425
2399,0,0.7486758232116699
2401,0,0.6355957984924316
2404,0,0.7272288203239441
2414,0,0.725109875202179
2415,0,0.6780096292495728
2429,1,0.41186338663101196
2432,1,0.4472309947013855
2443,1,0.3049146234989166
2454,0,0.6449974775314331
2462,1,0.22989940643310547
2469,0,0.5482725501060486
2472,0,0.7349899411201477
2477,1,0.40684837102890015
2478,1,0.43098461627960205
2481,0,0.7090604901313782
2487,1,0.4372435212135315
2488,0,0.6446676254272461
2498,1,0.30956265330314636
2503,0,0.7622535228729248
2515,1,0.30725187063217163
2527,0,0.6424689888954163
2533,0,0.5890912413597107
2537,0,0.7322867512702942
2539,0,0.5125941634178162
2542,0,0.5231972336769104
2547,1,0.4559810161590576
2550,0,0.7590155601501465
2554,0,0.5367515087127686
2555,0,0.6836808919906616
2556,1,0.4092983901500702
2557,1,0.24459779262542725
2558,1,0.47914668917655945
2559,0,0.6965025067329407
2560,0,0.5876032114028931
2561,0,0.5833733081817627
2565,1,0.08939416706562042
2570,1,0.24763935804367065
2577,0,0.5188459753990173
2579,0,0.6026426553726196
2585,1,0.23899216949939728
2586,0,0.6900606751441956
2590,0,0.7358530163764954
2594,1,0.3153044879436493
2597,0,0.6974238157272339
2611,0,0.6026852130889893
2612,0,0.5786423087120056
2620,1,0.41029447317123413
2622,0,0.6306717991828918
2631,0,0.5368613600730896
2638,1,0.4067589044570923
2640,0,0.7329577803611755
2657,1,0.24573707580566406
2658,1,0.3004511892795563
2669,0,0.7070792317390442
2678,0,0.6596024632453918
2693,0,0.6336637735366821
2710,0,0.6306717991828918
2715,0,0.5204375982284546
2717,0,0.501693069934845
2721,0,0.5072721242904663
2725,0,0.6731765866279602
2726,0,0.7230937480926514
2728,0,0.6264516115188599
2732,0,0.5765538215637207
2740,0,0.7122626900672913
2742,0,0.5272810459136963
2744,0,0.5471140742301941
2754,1,0.1666373610496521
2759,0,0.5907298922538757
2768,1,0.48403996229171753
2769,1,0.22711464762687683
2770,0,0.6088764667510986
2777,0,0.4984818398952484
2786,1,0.3430218994617462
2795,0,0.7298864722251892
2800,0,0.6617071628570557
2804,0,0.6038220524787903
2807,0,0.6588014960289001
2814,0,0.7230064868927002
2816,1,0.23730744421482086
2819,0,0.709388017654419
2828,0,0.6776608824729919
2835,1,0.1725757122039795
2847,1,0.3900199830532074
2852,0,0.7324413061141968
2855,0,0.7294873595237732
2861,0,0.7129854559898376
2862,0,0.5719319581985474
2863,0,0.7559757828712463
2871,0,0.7250820994377136
2874,0,0.7097587585449219
2875,1,0.17329469323158264
2876,0,0.5136554837226868
2877,0,0.7220642566680908
2880,0,0.5803090929985046
2892,0,0.7556006908416748
2906,1,0.3153626322746277
2914,0,0.5660783052444458
2918,1,0.416452556848526
2920,0,0.7419840097427368
2922,1,0.3335176110267639
2926,1,0.3784956932067871
2931,0,0.668851912021637
2934,0,0.614097535610199
2939,1,0.2430165559053421
2941,0,0.517924964427948
2948,1,0.20432250201702118
2957,0,0.6411097049713135
2958,0,0.6669366955757141
2959,1,0.2673218250274658
2960,0,0.7526956796646118
2967,1,0.23742200434207916
2969,0,0.6583088040351868
2975,0,0.7114953398704529
2978,1,0.30925253033638
2979,0,0.6945139765739441
2980,1,0.38157159090042114
2982,1,0.26572874188423157
2983,1,0.22494450211524963
2990,0,0.7376775145530701
2991,0,0.6306717991828918
2994,0,0.508675217628479
2997,0,0.5793484449386597
3001,0,0.6729586720466614
3002,0,0.6702905893325806
3009,1,0.1419031023979187
3011,0,0.738466739654541
3012,0,0.5618573427200317
3020,0,0.6652173399925232
3021,0,0.7349899411201477
3037,0,0.5354050993919373
3056,0,0.7057511806488037
3060,0,0.5090914368629456
3065,0,0.6660360097885132
3076,0,0.7288188934326172
3084,0,0.5217368602752686
3086,1,0.4878726303577423
3104,0,0.5153022408485413
3111,0,0.7332931756973267
3125,0,0.6819109916687012
3136,0,0.58366459608078
3147,1,0.3776285648345947
3158,0,0.7143343687057495
3160,0,0.5482725501060486
3173,0,0.6155509948730469
3175,1,0.44007569551467896
3180,0,0.7248647809028625
3181,0,0.6978301405906677
3204,0,0.6433292627334595
3207,1,0.4190033972263336
3210,1,0.3153044879436493
3216,0,0.6831430792808533
3223,0,0.5220482349395752
3225,0,0.5294141173362732
3229,0,0.5603123903274536
3238,1,0.4849507510662079
3242,0,0.5787716507911682
3243,1,0.3589727282524109
3244,0,0.5199794769287109
3248,1,0.37283772230148315
3250,0,0.6776608824729919
3251,0,0.6259819269180298
3254,0,0.6436795592308044
3260,0,0.6670851707458496
3262,1,0.4439186155796051
3268,0,0.6986478567123413
3271,0,0.4935244917869568
3281,0,0.6297828555107117
3283,0,0.7419840097427368
3286,1,0.37436744570732117
3304,0,0.7514253258705139
3306,0,0.5868790745735168
3308,0,0.7567866444587708
3322,0,0.7421518564224243
3328,0,0.7464941143989563
3333,0,0.5144796967506409
3343,0,0.6846279501914978
3345,1,0.4904872477054596
3346,0,0.6901630759239197
3355,0,0.7587211728096008
3361,0,0.5822150111198425
3363,1,0.2860758602619171
3369,0,0.5211441516876221
3373,1,0.23773787915706635
3376,0,0.5162453651428223
3379,0,0.7409309148788452
3385,0,0.5469317436218262
3388,0,0.6912003755569458
3391,0,0.5666453838348389
3392,0,0.668851912021637
3396,0,0.7091473340988159
3397,0,0.5018670558929443
3399,0,0.7248647809028625
3402,0,0.5294141173362732
3412,0,0.7264729738235474
3416,0,0.7574587464332581
3426,1,0.38185134530067444
3436,1,0.3424049913883209
3439,1,0.37929269671440125
3444,0,0.6726353168487549
3458,0,0.5484005808830261
3461,1,0.47278639674186707
3470,1,0.17240247130393982
3478,0,0.6065332889556885
3479,1,0.25734198093414307
3484,0,0.5724225044250488
3490,0,0.733539879322052
3493,0,0.7235845923423767
3494,1,0.43642839789390564
3502,0,0.6610503196716309
3503,0,0.6162622570991516
3514,0,0.5786423087120056
3516,1,0.43247249722480774
3540,1,0.22424741089344025
3543,1,0.23830273747444153
3545,0,0.7365202903747559
3548,0,0.498568058013916
3551,0,0.7261039018630981
3558,1,0.14083349704742432
3567,0,0.6027430891990662
3577,1,0.3122565746307373
3583,1,0.23909087479114532
3586,1,0.4451710283756256
3589,0,0.5763964653015137
3598,0,0.54891204833984375
3601,0,0.49572885036468506
3603,0,0.6735415458679199
3605,1,0.39345934987068176
3608,1,0.3283417224884033
3613,0,0.7114953398704529
3633,0,0.585160493850708
3638,0,0.7014663815498352
3639,0,0.6826663017272949
3640,1,0.29737386107444763
3644,0,0.6062512993812561
3658,0,0.605497419834137
3661,1,0.40593504905700684
3662,0,0.7413175106048584
3670,1,0.3578701615333557
3672,0,0.6151089668273926
3673,0,0.5935633182525635
3676,0,0.6385583877563477
3679,1,0.223990797996521
3682,0,0.71792072057724
3687,1,0.13565227389335632
3691,0,0.7338896989822388
3693,0,0.6637985110282898
3695,0,0.7523409724235535
3696,1,0.23748226463794708
3708,1,0.4828130304813385
3710,0,0.7479503154754639
3719,1,0.265529066324234
3723,0,0.6655671000480652
3724,0,0.5552467703819275
3727,1,0.16457203030586243
3742,1,0.08547969162464142
3756,0,0.7475501298904419
3758,0,0.7303246259689331
3767,0,0.6748433709144592
3775,0,0.5839014649391174
3781,0,0.5727800130844116
3786,0,0.498568058013916
3788,1,0.2391999065876007
3789,0,0.7048530578613281
3792,1,0.2839176058769226
3794,0,0.5253382325172424
3804,1,0.24310347437858582
3811,1,0.33037641644477844
3820,1,0.2633545398712158
3821,1,0.2694593369960785
3822,0,0.560430645942688
3829,0,0.6690981388092041
3832,1,0.39617741107940674
3833,1,0.39434027671813965
3839,0,0.6453573107719421
3844,1,0.3920883536338806
3848,0,0.7005713582038879
3853,1,0.3641458749771118
3860,0,0.6862789988517761
3862,1,0.1627064049243927
3866,0,0.6975027322769165
3867,0,0.7247778177261353
3871,0,0.5733993649482727
3874,0,0.6613244414329529
3886,0,0.49434319138526917
3901,0,0.6969813108444214
3909,1,0.4869374632835388
3910,1,0.34084296226501465
3919,1,0.2334129810333252
3920,0,0.6677289009094238
3924,1,0.2363886684179306
3926,0,0.5626270174980164
3930,0,0.6263805627822876
3932,0,0.6151089668273926
3938,0,0.6746217012405396
3947,0,0.5363680124282837
3948,0,0.6156587600708008
3949,1,0.36305737495422363
3953,1,0.2952718138694763
3958,0,0.5326547026634216
3973,1,0.2788808345794678
3987,0,0.5219331383705139
4000,1,0.2103990614414215
4004,0,0.6306717991828918
4008,1,0.4149383008480072
4010,0,0.6297120451927185
4011,0,0.6750916242599487
4018,0,0.6911672949790955
4022,1,0.457166463136673
4039,0,0.6447362899780273
4041,0,0.6729586720466614
4043,0,0.6175538897514343
4045,1,0.08851663023233414
4050,1,0.17509838938713074
4051,0,0.5634225010871887
4054,0,0.7402061223983765
4060,0,0.5489282608032227
4062,0,0.5304632186889648
4064,0,0.5912474393844604
4074,0,0.5554758310317993
4098,1,0.36077436804771423
4100,1,0.23139578104019165
4109,1,0.12856213748455048
4115,0,0.7323411703109741
4117,0,0.580159068107605
4118,0,0.6372618079185486
4126,0,0.5204465985298157
4130,0,0.5563848614692688
4133,1,0.32559752464294434
4137,1,0.4584176242351532
4151,0,0.7478682398796082
4153,0,0.6820290088653564
4157,0,0.7417966723442078
4159,1,0.40857449173927307
4174,1,0.42641010880470276
4181,1,0.1943204402923584
4183,1,0.2500534951686859
4185,1,0.4858187437057495
4189,1,0.2103990614414215
4192,1,0.4869885742664337
4196,0,0.6826663017272949
4197,0,0.5887674689292908
4201,0,0.5316294431686401
4214,1,0.42219969630241394
4219,0,0.5662021636962891
4226,0,0.7413474321365356
4234,0,0.7114953398704529
4243,0,0.5142468214035034
4246,0,0.7461416125297546
4248,1,0.3983408510684967
4249,0,0.5489980578422546
4253,0,0.6666218042373657
4256,1,0.3045171797275543
4268,0,0.6809128522872925
4274,0,0.7072039842605591
4279,0,0.7149826288223267
4281,0,0.5006387829780579
4286,1,0.4009057283401489
4291,0,0.7103588581085205
4312,0,0.5878956913948059
4325,0,0.7159402370452881
4334,0,0.7029333710670471
4338,0,0.7082705497741699
4340,0,0.6328566670417786
4344,0,0.6583088040351868
4349,0,0.6857520937919617
4350,1,0.47803178429603577
4353,0,0.49434319138526917
4354,0,0.527876079082489
4361,1,0.3283362090587616
4363,0,0.5866601467132568
4369,0,0.7441233992576599
4370,0,0.501693069934845
4371,1,0.3065235912799835
4379,1,0.36565008759498596
4385,1,0.23468030989170074
4392,0,0.6824217438697815
4399,0,0.7336103320121765
4402,1,0.4104185104370117
4410,1,0.4566936194896698
4414,0,0.7257488965988159
4418,1,0.44982680678367615
4419,0,0.7322421073913574
4423,0,0.7429410219192505
4426,0,0.5838021636009216
4431,0,0.7099660038948059
4433,0,0.5239344239234924
4451,0,0.7212599515914917
4457,0,0.5569466352462769
4466,0,0.5364307761192322
4467,1,0.4829128384590149
4476,0,0.613696813583374
4485,0,0.7149306535720825
4494,1,0.24467363953590393
4498,1,0.42086246609687805
4499,0,0.7488843202590942
4500,1,0.42313429713249207
4503,0,0.7098669409751892
4508,0,0.5330674648284912
4511,0,0.6156587600708008
4515,1,0.42592206597328186
4517,0,0.5727800130844116
4522,1,0.48162367939949036
4532,0,0.6813204884529114
4533,1,0.4373679757118225
4539,0,0.6785359978675842
4545,0,0.7445470690727234
4557,1,0.10521817952394485
4566,1,0.2818838953971863
4567,1,0.3157573342323303
4577,1,0.20246906578540802
4585,0,0.5733802318572998
4593,1,0.424833208322525
4599,1,0.24292078614234924
4604,0,0.7386526465415955
4605,0,0.6065332889556885
4607,1,0.3283417224884033
4613,0,0.7075397372245789
4614,0,0.7518631219863892
4618,1,0.42090141773223877
4623,0,0.67612224817276
4628,1,0.2659364640712738
4651,0,0.7324413061141968
4664,1,0.2629895806312561
4666,1,0.10454111546278
4671,0,0.7057511806488037
4676,0,0.5670865774154663
4677,1,0.4387454688549042
4681,0,0.605957567691803
4683,1,0.4489826261997223
4692,0,0.6457194089889526
4693,1,0.4096067249774933
4706,0,0.5650960206985474
4713,0,0.6717799305915833
4715,1,0.2606499195098877
4717,0,0.7330933213233948
4722,1,0.2588600516319275
4726,0,0.5186973214149475
4728,0,0.6826663017272949
4730,0,0.5876032114028931
4733,1,0.1666373610496521
4743,1,0.28648510575294495
4749,1,0.16524866223335266
4750,1,0.1577848643064499
4755,0,0.6826367378234863
4769,1,0.21076130867004395
4772,0,0.7024144530296326
4773,0,0.6737068891525269
4774,1,0.3157573342323303
4780,1,0.23249836266040802
4782,1,0.2733660042285919
4787,1,0.4386637210845947
4790,0,0.5497727990150452
4791,0,0.7178769707679749
4804,0,0.7374210357666016
4805,0,0.5129156112670898
4807,1,0.23123739659786224
4809,1,0.23880548775196075
4811,1,0.4149383008480072
4818,1,0.3837674856185913
4828,1,0.39221957325935364
4829,0,0.5866601467132568
4830,1,0.3254345655441284
4833,1,0.2416248917579651
4834,1,0.27361518144607544
4835,1,0.29580509662628174
4838,0,0.5893102884292603
4848,0,0.7386348843574524
4849,1,0.28298312425613403
4852,1,0.20974184572696686
4858,0,0.7045443654060364
4859,0,0.557403028011322
4861,0,0.5865852236747742
4862,1,0.4797120988368988
4874,1,0.29535287618637085
4883,0,0.5080399513244629
4885,0,0.6502063870429993
4890,0,0.761451780796051
4891,1,0.4787669777870178
4893,0,0.6297828555107117
4898,0,0.745259165763855
4900,0,0.505000650882721
4904,0,0.7548736929893494
4909,0,0.5142713785171509
4910,1,0.2430165559053421
4922,0,0.6638584136962891
4924,0,0.5759389400482178
4932,0,0.7076192498207092
4936,1,0.40937259793281555
4937,0,0.6694018244743347
4939,1,0.36295565962791443
4948,0,0.5876032114028931
4949,1,0.31822577118873596
4950,0,0.530421257019043
4954,1,0.2139875292778015
4961,1,0.1328296810388565
4962,0,0.6453573107719421
4963,0,0.6772807240486145
4972,1,0.33567696809768677
4975,0,0.570865273475647
4980,0,0.5786423087120056
4984,0,0.5404961705207825
4987,0,0.6323863863945007
4992,1,0.20591147243976593
4999,1,0.11209116131067276
5002,0,0.5556312799453735
5003,1,0.46870505809783936
5004,1,0.3914991021156311
5014,0,0.6150293946266174
5015,0,0.5703094601631165
5016,0,0.5436899065971375
5020,0,0.638552725315094
5023,0,0.7081112265586853
5029,1,0.37566840648651123
5030,0,0.7415974140167236
5032,0,0.7274125814437866
5039,1,0.21257583796977997
5047,1,0.30944499373435974
5049,0,0.7429391741752625
5052,1,0.4439186155796051
5059,1,0.4845915138721466
5064,0,0.580159068107605
5071,1,0.27140307426452637
5075,0,0.5812615752220154
5085,1,0.4572000503540039
5094,0,0.6082209348678589
